cdm_name,comparison,adjustment,censoring_method,outcome_name,study,coef,se_coef,hr,lower_hr,upper_hr,heterogeneity
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,-1.6410551488164464,0.7332556427743117,0.19377547242366072,0.0729858233370602,0.5144688652699843,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,-1.9198823850196052,0.853767762157567,0.14662420631939443,0.04510117998345527,0.47667617314400257,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.8432123469197211,0.06752102388071986,0.43032594452346457,0.39370742184432866,0.47035033696477274,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-1.1440002226500476,0.08552349281386432,0.31854222994976844,0.2825378966596587,0.35913466285763246,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.9243470503411394,0.08306476897862908,0.3967904186774545,0.35570713903523826,0.44261871375775946,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-1.10832235906759,0.09589219967859798,0.33011230670578956,0.28847537025350095,0.3777588878483977,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 1,-0.4163899049529642,0.30927066215531124,0.6594231080172722,0.4231501233409596,1.027623085523199,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,-1.0416715134694774,0.5115581008123579,0.35286437119067815,0.15550366629978932,0.8007095100622806,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 1,-0.3972171971064316,0.6807657323508188,0.6721880124851249,0.25995455434685677,1.738137365063502,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 1,0.779778866369305,1.076120152648167,2.1809899219490267,0.5138983458531899,9.256143900883693,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 1,0.4372967874691657,1.0927579732544503,1.54851558888688,0.3282365044973126,7.305404780306247,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 1,1.0318225468010105,1.3450333818753502,2.8061755632208096,0.4641159986784508,16.96692489386329,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 1,-0.14833304977827846,0.08899527833555716,0.8621439302764827,0.7621477444845125,0.9752599307570148,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 1,-0.21755439518839104,0.1365825527837808,0.8044838436794036,0.6627088350393077,0.9765891452206154,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 1,-0.1702739263432644,0.11798342433499076,0.843433746227808,0.7151243403540577,0.9947647480767754,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 1,-0.21059772736941296,0.15522079024441338,0.8100998823542718,0.6497606185149645,1.0100055323301973,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,next_post_acute_covid19,Study 1,0.2625377403195233,0.31710764305861044,1.3002255381697894,0.8322315234951297,2.031389586168219,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 1,0.6977028933038262,0.9111510523440836,2.0091322115595034,0.5446458396043276,7.411444189968448,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,-0.6161860526069418,0.11038684731992936,0.5400000468811146,0.4645709410633715,0.6276760444037958,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,-0.7077266288324946,0.18931243799004951,0.4927631586292536,0.3586863238135606,0.6769578720500381,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,-0.871330308063615,0.18443998856137403,0.4183945851724502,0.3247158460213869,0.5390991263484475,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,-1.077346662252629,0.27752131870626046,0.3404977837403625,0.22176391925374975,0.5228025421008077,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.27976733030347734,0.03103022383923489,0.7559596098883208,0.7249721594273605,0.7882715554675888,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.4637323409705638,0.04946303270367139,0.6289318712345784,0.5808219224170972,0.6810268059589079,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.4677742837723472,0.0420787395527317,0.6263948951947951,0.5912487271995147,0.663630290731593,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.5882872783109747,0.0599441513773349,0.5552775065984052,0.5054881794038959,0.6099709585647445,NA
CPRD AURUM,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,-0.3349800981599765,0.06494559623933574,0.7153523230383849,0.6545258980697763,0.7818314715819854,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,-0.30892635769615046,0.1081165477490618,0.7342348387804596,0.6180675989222012,0.8722359810141517,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,-0.5242193710478839,0.12950281296249597,0.5920173298993948,0.4962924624765994,0.7062056053646683,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,-0.7330432816952995,0.22196347330358135,0.4804446346351215,0.33127682159417887,0.696779949284962,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,-0.8244903570404349,0.21334705851272173,0.43845839276585385,0.32695614765999514,0.5879863815459864,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,-1.191874282297705,0.3312832593273394,0.30365160155782195,0.1784085972525873,0.5168153135473023,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.1767368770443455,0.03572163146309822,0.8380002526199218,0.7987433148333006,0.8791866051957037,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.43944213058065296,0.05639228193791602,0.6443958095440047,0.5875298843196046,0.7067656819512308,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.37411218778879535,0.04808819998378117,0.6878997335498103,0.6440961348675954,0.7346823211649535,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.5805481186780688,0.06842335883505547,0.5595915599037795,0.5018980311350213,0.6239170000475717,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,-0.23787902492425253,0.0773281270026293,0.7882980497419234,0.7103040374480323,0.8748560932576483,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,-0.2280338189215943,0.12808778190443326,0.7960973362267973,0.6441947991436611,0.98381882248954,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,-0.8317552325059714,0.14338151812449704,0.435284589746447,0.3586276162088514,0.5283270599004591,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,-0.9608361284829692,0.25527048430833205,0.3825728721322102,0.2430633492859181,0.6021557874581954,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,-1.0563102261316346,0.23801993749942615,0.3477365152282845,0.25128452637942206,0.4812102271690584,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,-1.309670915511007,0.3511355293462221,0.26990886459196256,0.1545437012383309,0.4713928461760788,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.4901006782351784,0.04124291695751264,0.612564719144945,0.5796666132981635,0.6473299074551241,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.6948600052598379,0.06786014501831684,0.4991443206735935,0.4465939710045347,0.5578782272861748,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.6964838995274679,0.05598161731206581,0.49833442084635265,0.4611528740166217,0.5385138182860348,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.8153236126044069,0.08069339078365306,0.44249610687103863,0.3889742498914258,0.5033824338003864,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 2,-0.47328495360011075,0.08622847739286994,0.6229525333167661,0.5542512153744582,0.7001696126251927,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,-0.4901129745387504,0.14813430644635384,0.6125571869095103,0.48238021952355753,0.7778642076267147,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 2,-0.295620345759518,0.1347504907411399,0.7440698636818005,0.6142057974217318,0.9013916253533956,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 2,-0.03190293867927714,0.3086333152379267,0.9686005911694324,0.6259258213256119,1.4988790576283335,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 2,-0.21669087611232496,0.2484639730759006,0.8051788308489615,0.5638486770695813,1.1497995402182986,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 2,-0.2273375473360433,0.4481995854851012,0.7966518291977936,0.42817964480534826,1.4822146373929248,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 2,-0.32315758259363414,0.03262906021255803,0.723859777678707,0.6909699215454751,0.7583151761065228,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 2,-0.22051550679064064,0.0702487554476486,0.8021052006877732,0.7257054105183711,0.8865481001592811,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 2,-0.3333378419942868,0.04870533714585376,0.7165280799843302,0.6682978999758713,0.7682389686164917,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 2,-0.196095198520416,0.08398739106318348,0.8219339840544123,0.7289166857624729,0.9268212504106456,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,next_post_acute_covid19,Study 2,-0.23188379731980543,0.07079619479471357,0.7930382711252698,0.7172343851899047,0.8768538046357585,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 2,-0.09059270576159176,0.16259643979978203,0.9133896534923756,0.7267223155939851,1.1480047346902018,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,-0.520082483639214,0.09409751220078463,0.59447151177418,0.5172935875397021,0.6831640422837368,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,-0.6081789752532898,0.2111389192212826,0.5443412259117059,0.39710804775951897,0.7461630956582801,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,-0.922531146188041,0.17851314292685133,0.3975116066525833,0.3072871269844145,0.5142274555208834,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,-0.9215940802829018,0.3345281801979745,0.39788427580658375,0.24349879438222877,0.6501547464979304,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.07252645463745871,0.02825261087478245,0.9300411424335872,0.8927369856422842,0.9689041011299204,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,0.01636327659219487,0.05331148664705092,1.016497888229472,0.9335918796363294,1.1067662212073597,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.1907755935006955,0.04095489218033767,0.8263179984761251,0.7786646662710324,0.8768876567566308,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-0.04705709355692457,0.06790396464617876,0.9540329269022032,0.8563023125161981,1.0629176312032529,NA
CPRD AURUM,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,-0.4354039846243403,0.05244354375752952,0.6470032349154988,0.5987896677793494,0.6990988798179744,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,-0.27447532086459747,0.1003887192467215,0.759970759438765,0.6546606977234162,0.8822212135391415,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,-0.5406236216695441,0.09462821096361589,0.5823849512289276,0.5063500663880313,0.6698374384294099,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,-0.551389354983744,0.2224562799528914,0.5761487788734757,0.4116901989923427,0.8063039057278392,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,-0.9727263023795328,0.1806750888562912,0.37805095064509214,0.29185452994565275,0.4897046528977021,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,-0.9992231565087432,0.3530673768828897,0.3681653369546449,0.2237756266188848,0.6057215317992468,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.05844138956248452,0.02872183041904398,0.9432335221090185,0.9048439904452228,0.983251794370008,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,0.12351767394298067,0.05736138723954213,1.13147000190166,1.0286943686915528,1.244513826620557,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.1753640253132596,0.04163764664938844,0.8391514927775893,0.7900544042062609,0.8912996675694956,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,0.0553465597533018,0.07216595524856483,1.0569068325847983,0.9375322906319838,1.191481151024072,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,-0.4491253519596451,0.05283178924551197,0.6381860958018869,0.5902907927412177,0.689967551388535,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,-0.20539225928949295,0.10456465446084584,0.8143278260995096,0.6949490093668901,0.9542136177215008,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,-0.6900620011510011,0.32435651353118106,0.5015449717365039,0.3078902103806146,0.8170034323702824,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,-0.8275916103584383,0.48121517559435567,0.4371007285389685,0.18676149419424568,1.0230002052274418,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,-0.95432197481944,0.6397590260674096,0.3850731453493279,0.1366017795478952,1.0855006996247394,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,-0.5803646178349512,0.7045446439073618,0.5596942548488396,0.16629593081254854,1.8837361646804636,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.4199454595241416,0.1002320459271382,0.657082656438535,0.5684685089916252,0.7595101761365689,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-0.4680753881409604,0.13388590797892924,0.6262063133482086,0.5055397127622739,0.7756746640823308,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.5362237749365306,0.1493832001212864,0.5849530011240888,0.46880582524269127,0.7298757718015634,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-0.543758953082383,0.1850994140420824,0.5805618409179655,0.433799222740441,0.7769770747877262,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave,next_post_acute_covid19,Study 3,-0.6701540888254155,0.1859698305443777,0.5116297352873663,0.3863011374959583,0.6776189884580894,NA
CPRD AURUM,pfizer (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,-0.8187382318831592,0.2941048602137939,0.4409877278693475,0.2651003966111157,0.7335718038047458,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 3,-0.33379657415385855,0.32161041271755303,0.7161994608906411,0.44686515254451553,1.147866789028592,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 3,-0.621732288383698,0.7585965074338624,0.5370133693665232,0.1919889256389929,1.5020832994328466,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 3,-0.4749308757676513,0.7026571412812447,0.6219280452779246,0.2193704123645774,1.763202654970609,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 3,0.08154859270497199,1.1943158041235942,1.084965937732799,0.2597103131944262,4.532554258479385,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 3,-0.3926928496427971,0.09179620147607057,0.6752361147518957,0.5880148468439844,0.7753950654688299,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 3,-0.5942895261238094,0.2000856845489768,0.5519545759019181,0.4167635406718855,0.7309992936712228,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 3,-0.44325851754568574,0.1410401747307172,0.6419412325631395,0.5177150400899521,0.7959756123621271,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 3,-0.5675218563018969,0.26028129396932226,0.566928629938224,0.384431516982161,0.8360606694444002,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave,next_post_acute_covid19,Study 3,-0.37724249862818343,0.1791884036415915,0.6857497603552691,0.5256055155682865,0.894687593448996,NA
CPRD AURUM,pfizer - astrazeneca (CVE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 3,-0.738897670511349,0.38758433641021584,0.4776401422438899,0.2688685327432138,0.8485191746133097,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 4,-0.6517700471798888,0.08518792660838051,0.5211225484259874,0.4624425599638766,0.5872485233608451,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 4,-0.4878155140456078,0.11079734950777032,0.6139661307228611,0.5248452887914877,0.7182200502223791,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 4,-0.720305052816657,0.16044530972975107,0.4866037934588803,0.38851022350408754,0.6094646613748155,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 4,-0.7102570987074701,0.19314187477659353,0.4915178126206484,0.3757194090214619,0.6430058025285212,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 4,-0.4058998097940837,0.02139708954572168,0.6663769285221129,0.6465699940163236,0.6867906258813401,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 4,-0.20400475872352897,0.02584595006183037,0.8154584906365532,0.7861372664666807,0.8458733332156941,NA
CPRD AURUM,any (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 4,-0.40370399848591154,0.03106914633610357,0.6678417741910357,0.6390718231690959,0.6979069005779295,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 4,-0.22812772917842408,0.03468996793150719,0.7960225780318263,0.7578629940368927,0.8361035566087937,NA
CPRD AURUM,any (VE),overlap weighting,leave,next_post_acute_covid19,Study 4,-0.5858988594460203,0.04765306967877079,0.5566053269348026,0.52030246924662,0.5954411295045205,NA
CPRD AURUM,any (VE),overlap weighting,leave+vaccine,next_post_acute_covid19,Study 4,-0.2086976815161921,0.06998642905195865,0.8116405725038853,0.733022147326517,0.8986910168227111,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_28_365,Study 4,-0.663701958194459,0.12219724265192608,0.5149415096855543,0.4316418055924772,0.6143166740609595,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_28_365,Study 4,-0.7180779012916901,0.19555991896931735,0.48768874156298553,0.3667944192130518,0.6484294639966686,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_post_acute_covid19_90_365,Study 4,-0.6842213524617399,0.23310835182786097,0.5044828910437491,0.3609071485971038,0.705175800327446,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_post_acute_covid19_90_365,Study 4,-0.7979450226934245,0.3255496783038246,0.4502532743346552,0.28062461342012407,0.7224170701861189,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_28_365,Study 4,-0.20685125335494708,0.03920240510520833,0.813140592927574,0.7690399781809576,0.859770158413045,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_28_365,Study 4,-0.1491912048786195,0.05631697447829033,0.8614043944291022,0.7923967287879771,0.9364217490861338,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,longcovid_any_symptom_90_365,Study 4,-0.2730569885500341,0.06016551028010942,0.761049415290401,0.6983135297699652,0.829421438683362,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave+vaccine,longcovid_any_symptom_90_365,Study 4,-0.18037221118213337,0.07765515688259345,0.8349593723509576,0.7453748450441228,0.9353108145679864,NA
CPRD AURUM,astrazeneca (VE),overlap weighting,leave,next_post_acute_covid19,Study 4,-0.5180958442572249,0.0692864118434339,0.5956536861792451,0.5388513110822117,0.658443816618627,NA
